,id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,clean_ingredients,ingredient_count,timeMins
2288,Copycat-P_F_-Changs-Chicken-Lettuce-Wraps-564063,copycat p.f. changs chicken lettuce wraps,4.0,1200.0,[],[Asian],"[sesame oil, ground chicken, onions, garlic, soy sauce, hoisin sauce, fresh ginger, rice vinegar, sriracha, water chestnuts, green onions, salt, iceberg, lettuce leaves, roasted peanuts, mung bean noodles]","['sesame oil', 'chicken', 'onion', 'garlic', 'soy sauce', 'hoisin sauce', 'ginger', 'rice vinegar', 'sriracha', 'water chestnut', 'onion', 'salt', 'iceberg', 'lettuce leaf', 'peanut', 'mung bean noodle']",16,20.0
2289,Chinese-Chicken-Stock-985618,chinese chicken stock,3.0,9000.0,[Soups],[Chinese],"[chicken pieces, cold water, fresh ginger, green onions, chinese rice wine, salt, black pepper]","['chicken piece', 'cold water', 'ginger', 'onion', 'chinese rice wine', 'salt', 'black pepper']",7,150.0
2290,Mongolian-Beef-1042041,mongolian beef,4.0,2700.0,[Main Dishes],[Asian],"[beef tenderloin, cooking oil, leeks, ginger, garlic, marinade, corn starch, soy sauce, water, shaoxing wine, oyster sauce, dark soy sauce, white pepper, sesame oil, maggi, sugar, salt]","['beef tenderloin', 'cooking oil', 'leek', 'ginger', 'garlic', 'marinade', 'corn starch', 'soy sauce', 'water', 'shaoxing wine', 'oyster sauce', 'dark soy sauce', 'white pepper', 'sesame oil', 'maggi', 'sugar', 'salt']",17,45.0
2291,Orange-Chicken-1102857,orange chicken,4.0,3000.0,[Main Dishes],[Asian],"[boneless skinless chicken, eggs, salt, white pepper, oil, corn starch, flour, ginger, garlic, red chili peppers, green onions, rice wine, water, orange, soy sauce, sugar, white vinegar]","['chicken', 'egg', 'salt', 'white pepper', 'oil', 'corn starch', 'flmy', 'ginger', 'garlic', 'chili pepper', 'onion', 'rice wine', 'water', 'orange', 'soy sauce', 'sugar', 'white vinegar']",17,50.0
2292,Easy-Stir-Fry-Chicken-and-Broccoli-1232977,easy stir fry chicken and broccoli,4.0,2700.0,[Main Dishes],[Chinese],"[marinade, chicken, rice wine, soy sauce, egg whites, corn starch, sauce, chicken stock, hoisin sauce, honey, black vinegar, garlic, ginger, sesame oil, white pepper, water]","['marinade', 'chicken', 'rice wine', 'soy sauce', 'egg white', 'corn starch', 'sauce', 'chicken stock', 'hoisin sauce', 'honey', 'black vinegar', 'garlic', 'ginger', 'sesame oil', 'white pepper', 'water']",16,45.0
2293,Shanghai-Sweet-and-Sour-Ribs-771698,shanghai sweet and sour ribs,4.0,4200.0,[Main Dishes],[Asian],"[pork ribs, light soy sauce, shaoxing wine, oil, ginger, scallions, sugar, dark soy sauce, vinegar, water, toasted sesame seeds]","['pork rib', 'light soy sauce', 'shaoxing wine', 'oil', 'ginger', 'scallion', 'sugar', 'dark soy sauce', 'vinegar', 'water', '']",11,70.0
2294,Chinese-American-Beef-and-Broccoli-With-Oyster-Sauce-Serious-Eats-293166,chinese-american beef and broccoli with oyster sauce,4.0,3000.0,[Main Dishes],[Chinese],"[flank steak, soy sauce, shaoxing wine, corn starch, chicken stock, oyster sauce, sugar, oil, garlic, fresh ginger, scallions, vegetables, broccoli florets]","['flank steak', 'soy sauce', 'shaoxing wine', 'corn starch', 'chicken stock', 'oyster sauce', 'sugar', 'oil', 'garlic', 'ginger', 'scallion', 'vegetable', 'broccoli floret']",13,50.0
2295,Yuk-Sung_-Chinese-Lettuce-Wraps-1344952,"yuk sung, chinese lettuce wraps",4.0,1200.0,[],"[Chinese, Asian]","[ground pork, spring onions, carrots, water chestnuts, fresh ginger, beansprouts, garlic cloves, dried mushrooms, vermicelli, light soy sauce, oyster sauce, sugar, sesame oil, chinese rice wine, corn starch]","['pork', 'spring onion', 'carrot', 'water chestnut', 'ginger', 'beansprout', 'garlic clove', 'mushroom', 'vermicelli', 'light soy sauce', 'oyster sauce', 'sugar', 'sesame oil', 'chinese rice wine', 'corn starch']",15,20.0
2296,Pan_steamed-Asian-Greens-With-Shiitake-Sauce-My-Recipes,pan-steamed asian greens with shiitake sauce,4.0,2400.0,[Side Dishes],"[Chinese, Asian]","[dried shiitake mushrooms, dry sherry, soy sauce, minced garlic, sugar, corn starch, greens]","['shiitake mushroom', 'dry sherry', 'soy sauce', 'garlic', 'sugar', 'corn starch', '']",7,40.0
2297,Quick-General-Tso_s-Chicken-1260650,quick general tso's chicken,4.0,1200.0,[Main Dishes],[Asian],"[chicken breasts, green onions, arrowroot powder, fresh ginger, olive oil, sesame oil, sesame seeds, pepper flakes, brown rice, peach jam, gluten-free hoisin sauce, ketchup, rice vinegar, gluten free soy sauce, water]","['chicken breast', 'onion', 'arrowroot powder', 'ginger', 'olive oil', 'sesame oil', '', 'pepper flake', 'brown rice', 'peach jam', 'gluten free hoisin sauce', 'ketchup', 'rice vinegar', 'gluten free soy sauce', 'water']",15,20.0
2298,Quinoa-Fried-Rice-1124094,quinoa fried rice,4.0,900.0,[Side Dishes],[Asian],"[quinoa, water, coconut oil, carrots, shallots, scallions, sea salt, garlic cloves, fresh ginger, soy sauce, toasted sesame oil, sriracha, eggs]","['quinoa', 'water', 'coconut oil', 'carrot', 'shallot', 'scallion', 'sea salt', 'garlic clove', 'ginger', 'soy sauce', 'sesame oil', 'sriracha', 'egg']",13,15.0
2299,Wonton-Soup-Savour-the-Senses-58302,wonton soup,5.0,2400.0,"[Lunch and Snacks, Soups]","[Asian, Chinese]","[pork loin, brown sugar, chinese rice wine, light soy sauce, green onions, wonton wrappers, vegetable oil, chicken stock, sugar pea, carrots]","['pork loin', 'brown sugar', 'chinese rice wine', 'light soy sauce', 'onion', 'wonton wrapper', 'vegetable oil', 'chicken stock', 'sugar pea', 'carrot']",10,40.0
2300,Kimchi-Dumplings-1097342,kimchi dumplings,4.0,2700.0,[Appetizers],"[Chinese, Asian]","[dumpling wrappers, oil, water, ponzu, chinese black vinegar, ground pork, deveined shrimp, kimchi, ginger, scallions, soy sauce, shaoxing wine, sesame oil, white pepper, salt]","['dumpling wrapper', 'oil', 'water', 'ponzu', 'chinese black vinegar', 'pork', 'shrimp', 'kimchi', 'ginger', 'scallion', 'soy sauce', 'shaoxing wine', 'sesame oil', 'white pepper', 'salt']",15,45.0
2301,Five-Spice-Beef-578958,five spice beef,4.0,1500.0,[Main Dishes],"[Chinese, Asian]","[flank steak, corn starch, water, soy sauce, light brown sugar, red pepper flakes, chinese five-spice powder, peanut oil, fresh ginger, crushed garlic, scallions]","['flank steak', 'corn starch', 'water', 'soy sauce', 'light brown sugar', 'pepper flake', 'chinese five spice powder', 'peanut oil', 'ginger', 'garlic', 'scallion']",11,25.0
2302,General-Tso-Tofu-1302819,general tso tofu,4.0,1500.0,[],[Asian],"[firm tofu, broccoli, chili pepper, ginger root, garlic cloves, corn starch, cooking oil, sesame oil, roasted sesame seeds, light soy sauce, dark soy sauce, chili oil, sugar, salt, water]","['firm tofu', 'broccoli', 'chili pepper', 'ginger root', 'garlic clove', 'corn starch', 'cooking oil', 'sesame oil', '', 'light soy sauce', 'dark soy sauce', 'chili oil', 'sugar', 'salt', 'water']",15,25.0
2303,Egg-fried-Rice-579054,egg-fried rice,3.0,3600.0,[Side Dishes],[Asian],"[eggs, sesame oil, vegetable oil, long-grain rice, frozen peas, spring onions, beansprouts, soy sauce, ground white pepper]","['egg', 'sesame oil', 'vegetable oil', 'long grain rice', 'pea', 'spring onion', 'beansprout', 'soy sauce', 'white pepper']",9,60.0
2304,Vegetable-Lo-Mein-682607,vegetable lo mein,4.0,1800.0,[Main Dishes],[Asian],"[noodles, dark soy sauce, light soy sauce, sesame oil, sugar, hot water, chinese five-spice powder, oil, garlic, sliced mushrooms, scallions, orange, carrots, shaoxing wine, snow peas, dark leafy greens]","['noodle', 'dark soy sauce', 'light soy sauce', 'sesame oil', 'sugar', 'hot water', 'chinese five spice powder', 'oil', 'garlic', 'mushroom', 'scallion', 'orange', 'carrot', 'shaoxing wine', 'snow pea', 'dark leafy']",16,30.0
2305,Sweet-and-Sour-Pork-751342,sweet and sour pork,4.0,1200.0,[Main Dishes],[Asian],"[loin, pork, sesame oil, garlic cloves, sliced green onions, pineapple juice, corn starch, rice vinegar, soy sauce, brown sugar]","['loin', 'pork', 'sesame oil', 'garlic clove', 'onion', 'pineapple juice', 'corn starch', 'rice vinegar', 'soy sauce', 'brown sugar']",10,20.0
2306,Chinese-Long-Beans-with-XO-Sauce-MyRecipes-237692,chinese long beans with xo sauce,3.0,1500.0,[Side Dishes],"[Chinese, Asian]","[yardlong beans, vegetable oil, chili oil, sauce, hoisin sauce]","['yardlong bean', 'vegetable oil', 'chili oil', 'sauce', 'hoisin sauce']",5,25.0
2307,CPK_s-Kung-Pao-Chicken-Spaghetti-1233351,cpk's kung pao chicken spaghetti,3.0,3000.0,[Main Dishes],[Asian],"[chicken stock, corn starch, soy sauce, sherry, chili paste with garlic, sugar, red wine vinegar, sesame oil, egg whites, salt, spaghetti, olive oil, boneless skinless chicken breasts, dried red chile peppers, unsalted dry roast peanuts, minced garlic, scallions]","['chicken stock', 'corn starch', 'soy sauce', 'sherry', 'chili paste garlic', 'sugar', 'wine vinegar', 'sesame oil', 'egg white', 'salt', 'spaghettus', 'olive oil', 'chicken breast', 'chile pepper', 'dry roast peanut', 'garlic', 'scallion']",17,50.0
2308,Chinese-Steamed-Fish-with-Soy-Sesame-Sauce-1109133,chinese steamed fish with soy sesame sauce,4.0,1800.0,[Main Dishes],"[Chinese, Asian]","[filet, rice wine, salt, ginger, scallions, gluten free soy sauce, sesame oil]","['filet', 'rice wine', 'salt', 'ginger', 'scallion', 'gluten free soy sauce', 'sesame oil']",7,30.0
2309,Char-Siu-_Roasted-Chinese-BBQ-Pork_-1083293,char siu (roasted chinese bbq pork),4.0,5400.0,[Main Dishes],"[Barbecue, Chinese]","[pork cubes, coconut oil, honey, gluten-free hoisin sauce, tamari soy sauce, chinese rose wine, white pepper, chinese five-spice powder, sesame oil, bamboo shoots]","['pork cube', 'coconut oil', 'honey', 'gluten free hoisin sauce', 'tamarus soy sauce', 'chinese rose wine', 'white pepper', 'chinese five spice powder', 'sesame oil', 'bamboo shoot']",10,90.0
2310,Garlic-and-Chili-Chinese-Eggplant-1258531,garlic and chili chinese eggplant,4.0,1500.0,,[Asian],"[japanese eggplants, garlic, ginger, green onions, peanut oil, chili paste, oyster sauce, water]","['japanese eggplant', 'garlic', 'ginger', 'onion', 'peanut oil', 'chili paste', 'oyster sauce', 'water']",8,25.0
2311,Chinese-Orange-Peel-Chicken-959473,chinese orange peel chicken,4.0,3000.0,[Main Dishes],"[Chinese, Asian]","[zest, juice, chicken broth, brown sugar, rice vinegar, tamari soy sauce, chili garlic paste, boneless skinless chicken breasts, eggs, corn starch, fresh ginger, garlic, water, cooking oil]","['zest', 'juice', 'chicken broth', 'brown sugar', 'rice vinegar', 'tamarus soy sauce', 'chili garlic paste', 'chicken breast', 'egg', 'corn starch', 'ginger', 'garlic', 'water', 'cooking oil']",14,50.0
2312,Fried-Eggs-with-Kimchi-1000205,fried eggs with kimchi,4.0,1200.0,[],[Asian],"[oyster sauce, soy sauce, peanut oil, large eggs, kimchi, scallions]","['oyster sauce', 'soy sauce', 'peanut oil', 'egg', 'kimchi', 'scallion']",6,20.0
2313,Lettuce-Wraps-Recipes---Lettuce-Tacos-1036439,lettuce wraps recipes - lettuce tacos,4.0,900.0,,[Asian],"[peanut oil, chicken, scallions, corn starch, chestnuts, fresh ginger, oyster sauce, butter lettuce]","['peanut oil', 'chicken', 'scallion', 'corn starch', 'chestnut', 'ginger', 'oyster sauce', 'butter lettuce']",8,15.0
2314,Sweet-and-Spicy-Chinese-Takeout-Chicken-573591,sweet and spicy chinese takeout chicken,4.0,2400.0,[Main Dishes],[Chinese],"[brown sugar, honey, soy sauce, fresh ginger, garlic cloves, sriracha, chile sauce, chicken breasts, flour, canola oil]","['brown sugar', 'honey', 'soy sauce', 'ginger', 'garlic clove', 'sriracha', 'chile sauce', 'chicken breast', 'flmy', 'canola oil']",10,40.0
2315,Mapo-Tofu-488619,mapo tofu,4.0,2400.0,[Main Dishes],[Asian],"[soft tofu, peanut oil, ground pork, garlic, leeks, chili bean paste, fermented black beans, ground sichuan pepper, chicken stock, white sugar, light soy sauce, salt, corn starch, cold water]","['soft tofu', 'peanut oil', 'pork', 'garlic', 'leek', 'chili bean paste', 'black bean', 'sichuan pepper', 'chicken stock', 'white sugar', 'light soy sauce', 'salt', 'corn starch', 'cold water']",14,40.0
2316,Chinese-Style-Cabbage-Stir-Fry-1229964,chinese style cabbage stir fry,4.0,1800.0,,"[Chinese, Asian]","[cabbage, garlic cloves, ginger root, chili pepper, seeds, light soy sauce, black vinegar, salt, cooking oil, green onions]","['cabbage', 'garlic clove', 'ginger root', 'chili pepper', '', 'light soy sauce', 'black vinegar', 'salt', 'cooking oil', 'onion']",10,30.0
2317,Kimchi-Fried-Rice-1273882,kimchi fried rice,3.0,7200.0,[Main Dishes],[Asian],"[rice, water, salt, peanut oil, loin pork roast, sausages, fresh ginger, dried red chile peppers, garlic cloves, mung bean sprouts, large eggs, kimchi, scallions, soy sauce, toasted sesame oil]","['rice', 'water', 'salt', 'peanut oil', 'loin pork roast', 'sausage', 'ginger', 'chile pepper', 'garlic clove', 'mung bean sprout', 'egg', 'kimchi', 'scallion', 'soy sauce', 'sesame oil']",15,120.0
2318,Chinese-Spareribs-Allrecipes,chinese spareribs,5.0,2700.0,"[Appetizers, Main Dishes]","[Chinese, Asian]","[hoisin sauce, ketchup, honey, soy sauce, sake, rice vinegar, lemon juice, fresh ginger, garlic, chinese five-spice powder, pork spareribs]","['hoisin sauce', 'ketchup', 'honey', 'soy sauce', 'sake', 'rice vinegar', 'lemon juice', 'ginger', 'garlic', 'chinese five spice powder', 'pork sparerib']",11,45.0
2319,Kung-Pao-Linguini-995843,kung pao linguini,4.0,3000.0,[Main Dishes],[Asian],"[boneless skinless chicken breasts, corn starch, oil, noodles, chicken broth, soy sauce, dry sherry, chili paste with garlic, sugar, red wine vinegar, sesame oil, garlic, dry roasted peanuts, green onions]","['chicken breast', 'corn starch', 'oil', 'noodle', 'chicken broth', 'soy sauce', 'dry sherry', 'chili paste garlic', 'sugar', 'wine vinegar', 'sesame oil', 'garlic', 'peanut', 'onion']",14,50.0
2320,Chinese-Chicken-Skewers-1305178,chinese chicken skewers,4.0,2700.0,[Main Dishes],[Chinese],"[oyster sauce, soy sauce, shaoxing wine, sriracha, sesame oil, white sugar, garlic cloves, fresh ginger, chicken thigh fillets, bamboo shoots, vegetable oil]","['oyster sauce', 'soy sauce', 'shaoxing wine', 'sriracha', 'sesame oil', 'white sugar', 'garlic clove', 'ginger', 'chicken thigh fillet', 'bamboo shoot', 'vegetable oil']",11,45.0
2321,Chinese-Chicken-Chili-_la-zi-ji_-601478,chinese chicken chili (la zi ji),3.0,3000.0,[Main Dishes],"[Chinese, Asian]","[chicken, salt, soy, chinese five-spice powder, sugar, cooking wine, oil, white wine, ground cumin, chili, pepper, garlic, star anise]","['chicken', 'salt', 'soy', 'chinese five spice powder', 'sugar', 'cooking wine', 'oil', 'white wine', 'cumin', 'chili', 'pepper', 'garlic', 'star anise']",13,50.0
2322,Chinese-Style-Fried-Baby-Back-Ribs-1052028,chinese style fried baby back ribs,3.0,2700.0,[Main Dishes],"[Chinese, Asian]","[baby back ribs, corn starch, oil, marinade, oyster sauce, hoisin sauce, shaoxing wine, worcestershire sauce, salt, white pepper]","['baby rib', 'corn starch', 'oil', 'marinade', 'oyster sauce', 'hoisin sauce', 'shaoxing wine', 'worcestershire sauce', 'salt', 'white pepper']",10,45.0
2323,Restaurant-Style-Beef-_-Broccoli-1232694,restaurant style beef & broccoli,4.0,2700.0,[Main Dishes],[Asian],"[marinade, flank steak, hoisin sauce, soy sauce, sriracha, corn starch, garlic powder, ground ginger, rice vinegar, chicken broth, oyster sauce, brown sugar, sesame oil, salt, pepper, garlic cloves, ginger, red pepper flakes, peanut oil, broccoli florets, water, green onions]","['marinade', 'flank steak', 'hoisin sauce', 'soy sauce', 'sriracha', 'corn starch', 'garlic powder', 'ginger', 'rice vinegar', 'chicken broth', 'oyster sauce', 'brown sugar', 'sesame oil', 'salt', 'pepper', 'garlic clove', 'ginger', 'pepper flake', 'peanut oil', 'broccoli floret', 'water', 'onion']",22,45.0
2324,Kung-Pao-Chicken-751337,kung pao chicken,4.0,3000.0,[Main Dishes],[Asian],"[boneless chicken, oyster sauce, cooking oil, dried red chile peppers, minced garlic, celery, red bell pepper, bamboo shoots, corn starch, roasted peanuts, chinese rice wine, balsamic vinegar, chicken broth, soy sauce, hoisin sauce, sesame oil, garlic chili sauce, sugar]","['chicken', 'oyster sauce', 'cooking oil', 'chile pepper', 'garlic', 'celery', 'bell pepper', 'bamboo shoot', 'corn starch', 'peanut', 'chinese rice wine', 'balsamic vinegar', 'chicken broth', 'soy sauce', 'hoisin sauce', 'sesame oil', 'garlic chili sauce', 'sugar']",18,50.0
2325,Sesame-Chicken-1077891,sesame chicken,3.0,1800.0,[Main Dishes],"[Chinese, Asian]","[boneless skinless chicken breasts, corn starch, salt, peanut oil, sesame seeds, large egg whites, soy sauce, chinese rice wine, garlic, fresh ginger, toasted sesame oil, chicken stock, honey, brown sugar, rice vinegar, chili sauce]","['chicken breast', 'corn starch', 'salt', 'peanut oil', '', 'egg white', 'soy sauce', 'chinese rice wine', 'garlic', 'ginger', 'sesame oil', 'chicken stock', 'honey', 'brown sugar', 'rice vinegar', 'chili sauce']",16,30.0
2326,Sweet-And-Sour-Chicken-I-Allrecipes,sweet and sour chicken i,5.0,3600.0,[Main Dishes],"[Chinese, Asian]","[pineapple chunks, corn starch, water, white sugar, white vinegar, food colouring, boneless skinless chicken breast halves, self rising flour, vegetable oil, salt, ground white pepper, eggs, green bell pepper]","['pineapple', 'corn starch', 'water', 'white sugar', 'white vinegar', 'food colouring', 'chicken breast half', 'self rising flmy', 'vegetable oil', 'salt', 'white pepper', 'egg', 'bell pepper']",13,60.0
2327,Red-Bean-Dumplings-Recipe-__-496989,red bean dumplings recipe (????),0.0,3600.0,[Desserts],"[Asian, Chinese]","[glutinous rice flour, water, red bean paste, fresh ginger, rock sugar]","['glutinou rice flmy', 'water', 'bean paste', 'ginger', 'rock sugar']",5,60.0
2328,Sesame-Oil-Chicken-643720,sesame oil chicken,3.0,2700.0,[Main Dishes],"[Chinese, Asian]","[chicken, sesame oil, ginger, eggs, soy sauce, dark soy sauce, hot water]","['chicken', 'sesame oil', 'ginger', 'egg', 'soy sauce', 'dark soy sauce', 'hot water']",7,45.0
2329,Joe_s-General-Tso_s-Chicken-AllRecipes,joe's general tso's chicken,4.0,2100.0,[Main Dishes],[Asian],"[vegetable oil, eggs, corn starch, boneless chicken skinless thigh, red pepper, rice vinegar, rice wine, white sugar, soy sauce, green onions]","['vegetable oil', 'egg', 'corn starch', 'chicken thigh', 'pepper', 'rice vinegar', 'rice wine', 'white sugar', 'soy sauce', 'onion']",10,35.0
2330,CHINESE-BBQ-PORK-_Cha-Siu_-631532,chinese bbq pork (cha siu),3.0,3600.0,[Main Dishes],"[Chinese, Asian]","[pork shoulder, sugar, salt, chinese five-spice powder, paprika, white pepper, sherry, soy sauce, sesame oil, hoisin sauce, tomato paste, molasses, oil, minced garlic, hot water]","['pork shoulder', 'sugar', 'salt', 'chinese five spice powder', 'paprika', 'white pepper', 'sherry', 'soy sauce', 'sesame oil', 'hoisin sauce', 'tomato paste', 'molass', 'oil', 'garlic', 'hot water']",15,60.0
2331,BEEF-LO-MEIN-673551,beef lo mein,4.0,1800.0,[Main Dishes],[Asian],"[flank steak, corn starch, soy sauce, oil, egg noodles, napa cabbage, mung bean sprouts, carrots, red bell pepper, sliced mushrooms, bamboo shoots, snow peas, scallions, garlic, shaoxing wine, dark soy sauce, sesame oil, salt, sugar]","['flank steak', 'corn starch', 'soy sauce', 'oil', 'egg noodle', 'napa cabbage', 'mung bean sprout', 'carrot', 'bell pepper', 'mushroom', 'bamboo shoot', 'snow pea', 'scallion', 'garlic', 'shaoxing wine', 'dark soy sauce', 'sesame oil', 'salt', 'sugar']",19,30.0
2332,Pork-dumplings-348188,pork dumplings,4.0,,,"[Asian, Chinese]","[ground pork, scallions, chives, soy sauce, rice vinegar, fresh ginger, salt, wonton wrappers]","['pork', 'scallion', 'chive', 'soy sauce', 'rice vinegar', 'ginger', 'salt', 'wonton wrapper']",8,
2333,Stir-Fried-Chinese-Broccoli-1325417,stir-fried chinese broccoli,4.0,1200.0,[],"[Chinese, Asian]","[gai lan, sugar, salt, peanut oil, fresh ginger, crushed red pepper, rice wine, broccoli, tomatoes, oyster sauce, black bean garlic sauce, beef, tofu, bok choy]","['gai lan', 'sugar', 'salt', 'peanut oil', 'ginger', 'pepper', 'rice wine', 'broccoli', 'tomato', 'oyster sauce', 'black bean garlic sauce', 'beef', 'tofu', 'bok choy']",14,20.0
2334,Chinese-Lemon-Chicken-1099908,chinese lemon chicken,4.0,3000.0,[Main Dishes],[Chinese],"[boneless skinless chicken breasts, soy sauce, salt, large eggs, corn starch, baking powder, white pepper, oil, sugar, chicken broth, lemon juice, lemon slices]","['chicken breast', 'soy sauce', 'salt', 'egg', 'corn starch', 'baking powder', 'white pepper', 'oil', 'sugar', 'chicken broth', 'lemon juice', 'lemon slice']",12,50.0
2335,Taiwanese-Popcorn-Chicken-1226720,taiwanese popcorn chicken,4.0,4200.0,[Main Dishes],"[Chinese, Asian]","[boneless chicken thighs, garlic cloves, soy sauce, chinese five-spice powder, sesame oil, shaoxing wine, white pepper, black pepper, salt, sugar, thai basil, corn starch, eggs, oil]","['chicken thigh', 'garlic clove', 'soy sauce', 'chinese five spice powder', 'sesame oil', 'shaoxing wine', 'white pepper', 'black pepper', 'salt', 'sugar', 'thai basil', 'corn starch', 'egg', 'oil']",14,70.0
2336,Spicy-Cuban-Flank-Steak-1373998,spicy cuban flank steak,3.0,33600.0,[Main Dishes],[Cuban],"[onions, ground cumin, ground black pepper, granulated garlic, onion powder, dried oregano, crushed red pepper, salt, flank steak, low sodium beef broth, lime juice, french rolls, relish]","['onion', 'cumin', 'black pepper', 'garlic', 'onion powder', 'oregano', 'pepper', 'salt', 'flank steak', 'low sodium beef broth', 'lime juice', 'french roll', 'relish']",13,560.0
2337,Cuban-Rice-and-Beans-1374567,cuban rice and beans,4.0,3000.0,[Side Dishes],[Cuban],"[garlic, table salt, bacon, olive oil, onions, green pepper, chicken-flavored soup powder, bay leaf, ground cumin, dried oregano, long grain white rice, canned black beans, water, red wine vinegar, chopped cilantro]","['garlic', 'table salt', 'bacon', 'olive oil', 'onion', 'pepper', 'soup powder', 'bay leaf', 'cumin', 'oregano', 'long grain white rice', 'black bean', 'water', 'wine vinegar', 'cilantro']",15,50.0
2338,Cuban-Mojo-Pork-Tenderloin-1359835,cuban mojo pork tenderloin,4.0,5100.0,[Main Dishes],[Cuban],"[fresh orange juice, fresh lime juice, garlic, oregano, cumin, salt, bay leaf, ground black pepper, pork tenderloin]","['orange juice', 'lime juice', 'garlic', 'oregano', 'cumin', 'salt', 'bay leaf', 'black pepper', 'pork tenderloin']",9,85.0
2339,Lechon-Asado----Roast-Pork-Cuban-Style-1350883,lecho?n asado -- roast pork cuban-style,4.0,18900.0,[],[Cuban],"[fresh ham, garlic, salt, black peppercorns, sour orange juice, onions, oregano, olive oil]","['ham', 'garlic', 'salt', 'black peppercorn', 'smy orange juice', 'onion', 'oregano', 'olive oil']",8,315.0
2340,Cuban-Plantain-Boats-1364033,cuban plantain boats,4.0,900.0,[],[Cuban],"[cooking spray, diced tomatoes and green chilies, chopped cilantro fresh, pure wesson canola oil, jerk seasoning, plantains, vegetarian refried beans, rice, lime, queso fresco]","['cooking spray', 'tomato chily', 'cilantro', 'pure wesson canola oil', 'jerk seasoning', 'plantain', 'bean', 'rice', 'lime', 'queso fresco']",10,15.0
2341,Cuban-Pork-Chops-_-Green-Mojo-Salad-1364924,cuban pork chops & green mojo salad,3.0,87600.0,"[Salads, Main Dishes]",[Cuban],"[orange juice, lime, yellow mustard, deli mustard, crushed red pepper flakes, oregano, dill seed, pork chops, stock, orange, garlic powder, worcestershire sauce, red wine vinegar, romaine lettuce, cucumber, green onions, salt, ground black pepper, vegetable oil]","['orange juice', 'lime', 'yellow mustard', 'deli mustard', 'pepper flake', 'oregano', '', 'pork chop', 'stock', 'orange', 'garlic powder', 'worcestershire sauce', 'wine vinegar', 'romaine lettuce', 'cucumber', 'onion', 'salt', 'black pepper', 'vegetable oil']",19,1460.0
2342,Cuban-Black-Beans-Arnaz-1355729,cuban black beans arnaz,4.0,4200.0,,[Cuban],"[dried black beans, chopped onion, garlic cloves, honey, green bell pepper, smoked ham hocks, chicken broth]","['black bean', 'onion', 'garlic clove', 'honey', 'bell pepper', 'ham hock', 'chicken broth']",7,70.0
2343,Boliche-_Cuban-Stuffed-Roast_-1367288,boliche (cuban stuffed roast),4.0,9000.0,[Main Dishes],[Cuban],"[spanish chorizo, garlic cloves, pimento stuffed green olives, eye of round roast, salt, pepper, olive oil, onions, dry red wine, orange, lemon, lime, diced tomatoes, low sodium beef broth, bay leaves, corn starch]","['spanish chorizo', 'garlic clove', 'olife', 'eye round roast', 'salt', 'pepper', 'olive oil', 'onion', 'wine', 'orange', 'lemon', 'lime', 'tomato', 'low sodium beef broth', 'bay leaf', 'corn starch']",16,150.0
2344,Cuban-Sandwich-1364440,cuban sandwich,4.0,660.0,[Lunch and Snacks],[Cuban],"[butter, hawaiian bread, ham, pork, havarti cheese, pickle slices, mayonnaise, dijon mustard, coarse ground mustard, honey]","['butter', 'hawaiian bread', 'ham', 'pork', 'havartus cheese', 'pickle slice', 'mayonnaise', 'dijon mustard', 'coarse mustard', 'honey']",10,11.0
2345,Lechon-Asado----Roast-Pork-Cuban-Style-1253942,lecho?n asado -- roast pork cuban-style,4.0,18900.0,[],[Cuban],"[fresh ham, garlic, salt, black peppercorns, sour orange juice, onions, oregano, olive oil]","['ham', 'garlic', 'salt', 'black peppercorn', 'smy orange juice', 'onion', 'oregano', 'olive oil']",8,315.0
2346,AKA-Anthony_s-Cuban-Black-Bean-Soup-and-Marinated-Rice-1373754,aka anthony's cuban black bean soup and marinated rice,4.0,4800.0,[Soups],[Cuban],"[long-grain rice, diced onions, green onions, tomatoes, extra-virgin olive oil, wine, basil, salt, freshly ground black pepper, onions, bell pepper, large garlic cloves, ground cumin, dried oregano, vegetable stock, black beans, sherry wine vinegar]","['long grain rice', 'onion', 'onion', 'tomato', 'extra virgin olive oil', 'wine', 'basil', 'salt', 'black pepper', 'onion', 'bell pepper', 'garlic clove', 'cumin', 'oregano', 'vegetable stock', 'black bean', 'sherry wine vinegar']",17,80.0
2347,Cuban-Sandwich-_Cubano_-1253945,cuban sandwich (cubano),4.0,600.0,[Lunch and Snacks],[Cuban],"[bread, butter, ham, pork, swiss cheese, dill pickles]","['bread', 'butter', 'ham', 'pork', 'swiss cheese', 'dill pickle']",6,10.0
2348,The-Ultimate-Mojito-Jo-Cooks-46054,the ultimate mojito,5.0,,"[Beverages, Cocktails]",[Cuban],"[mint leaves, sugar, lime juice, lime, ice, rum, club soda]","['mint leaf', 'sugar', 'lime juice', 'lime', 'ice', 'rum', 'club soda']",7,
2349,Cuban-mojito-352008,cuban mojito,5.0,120.0,[Beverages],[Cuban],"[bacardi® rum, spearmint, lime, sprite zero, splenda]","['bacardi rum', 'spearmint', 'lime', 'sprite zero', 'splenda']",5,2.0
